"Proposed Features"			"shoulder"	"no"	"See wiki for proposal"			0	"Way"	0	0	"http://wiki.openstreetmap.org/wiki/Shoulder"	"http://taginfo.openstreetmap.de/tags/shoulder/no"							"A user on the talk-ca list asked about this feature, with ""paved shoulders suitable for bicycles but not signed cycle lane?
shoulder:access:bicycle=yes"", discussion should be on the talk page instead"
"Proposed Features"			"shoulder"	"yes"	"See wiki for proposal"			0	"Way"	0	0	"http://wiki.openstreetmap.org/wiki/Shoulder"	"http://taginfo.openstreetmap.de/tags/shoulder/yes"							"A user on the talk-ca list asked about this feature, with ""paved shoulders suitable for bicycles but not signed cycle lane?
shoulder:access:bicycle=yes"", discussion should be on the talk page instead"
"Physical"	"Aerialway"	0	"aerialway"	"*definition"	"Applying to Map Features type: Physical"	"The aerialway tag is used to describe any kind of lifts."			"Way"			"http://wiki.openstreetmap.org/wiki/Key:aerialway"	"http://taginfo.openstreetmap.de/tags/aerialway"						"TBA"	
"Physical"	"Aerialway"	0	"aerialway"	"*Other_Values"	"see Tagwatch site for some other common used values as well"			"node"	"Way"	0		"http://wiki.openstreetmap.org/wiki/Key:aerialway"	"http://taginfo.openstreetmap.de/tags/aerialway"						"TBA"	
"Physical"	"Aerialway"	0	"aerialway"	"cable_car"	"A cable car run. Cable_cars are aerial tramways that are just one pair of big cars that go in alternating directions to each other from A to B (Usually Valley to Hill or"			0	"Way"	0		"http://wiki.openstreetmap.org/wiki/Tag:aerialway%3Dcable_car"	"http://taginfo.openstreetmap.de/tags/aerialway/cable_car"		"http://wiki.openstreetmap.org/wiki/File:Mapping-Features-Aerialway.png"			"http://wiki.openstreetmap.org/wiki/File:CH_Furtschellas_aerial_tram.jpg"	"TBA"	
"Physical"	"Aerialway"	0	"aerialway"	"chair_lift"	"An open chairlift run. These have a single seat to sit on and are open to the outside air. Beginners may struggle to get off them without making a fool of themselves!"			0	"Way"			"http://wiki.openstreetmap.org/wiki/Tag:aerialway%3Dchair_lift"	"http://taginfo.openstreetmap.de/tags/aerialway/chair_lift"		"http://wiki.openstreetmap.org/wiki/File:Chair_lift_rendering.png"			"http://wiki.openstreetmap.org/wiki/File:800px-Chair_lift_in_Bad_Hofgastein_Austria.jpg"	"TBA"	
"Physical"	"Aerialway"	0	"aerialway"	"drag_lift"	"An overhead tow-line for skiers and riders, known as a T-bar lift, with a T shaped bit which two skiers share by resting their bottom on the bar or a button lift where the skier places a circular disk in between their legs. More difficult and uncomfortable for snowboarders. drag_lift would also cover more simple looped rope drag lifts, or loops of wire with handles to grab"			0	"Way"			"http://wiki.openstreetmap.org/wiki/Tag:aerialway%3Ddrag_lift"	"http://taginfo.openstreetmap.de/tags/aerialway/drag_lift"		"http://wiki.openstreetmap.org/wiki/File:Chair_lift_rendering.png"			"http://wiki.openstreetmap.org/wiki/File:491px-Orczyk.jpg"	"TBA"	
"Physical"	"Aerialway"	0	"aerialway"	"gondola"	"A gondola. A Gondola is an aerialway where the cabins go around in a circle. The cabins are usually smaller than cabins of a cable car. Usual maximum occupancy is 4,6 or 8 persons per cabin"			0	"Way"	0		"http://wiki.openstreetmap.org/wiki/Tag:aerialway%3Dgondola"	"http://taginfo.openstreetmap.de/tags/aerialway/gondola"		"http://wiki.openstreetmap.org/wiki/File:Chair_lift_rendering.png"	0		"http://wiki.openstreetmap.org/wiki/File:Aerialway_gondola.jpg"	"TBA"	
"Physical"	"Aerialway"	0	"aerialway"	"goods"	"A lift for goods. Passenger transport is usually not allowed"			0	"Way"	0	0	"http://wiki.openstreetmap.org/wiki/Key:aerialway"	"http://taginfo.openstreetmap.de/tags/aerialway/goods"					"http://wiki.openstreetmap.org/wiki/File:Materialseilbahn.jpg"	"TBA"	
"Physical"	"Aerialway"	0	"aerialway"	"mixed_lift"	"A mixed lift, containing both gondolas and chairs."			0	"Way"	0		"http://wiki.openstreetmap.org/wiki/Tag:aerialway%3Dmixed_lift"	"http://taginfo.openstreetmap.de/tags/aerialway/mixed_lift"		"http://wiki.openstreetmap.org/wiki/File:Chair_lift_rendering.png"				"TBA"	
"Physical"	"Aerialway"	0	"aerialway"	"pylon"	"A pylon supporting the aerialway cable."			"node"	0	0	0	"http://wiki.openstreetmap.org/wiki/Tag:aerialway%3Dpylon"	"http://taginfo.openstreetmap.de/tags/aerialway/pylon"	"TBA"	0	0		"http://wiki.openstreetmap.org/wiki/File:Near_topstation_at_isaberg_ski_resort_sweden.jpg"	"TBA"	
"Physical"	"Aerialway"	0	"aerialway"	"station"	"A station, where passengers can enter and/or leave the aerialway"			"node"	0	"Area"		"http://wiki.openstreetmap.org/wiki/Tag:aerialway%3Dstation"	"http://taginfo.openstreetmap.de/tags/aerialway/station"	"TBA"	"TBA"	"TBA"		"http://wiki.openstreetmap.org/wiki/File:Aerialway_station.jpg"	"TBA"	
"Physical"	"Aeroway"	0	"aeroway"	"*definition"	"Applying to feature type: Physical. This is the primary tag for marking and categorising anything to do with where (mainly civilian) aircraft, helicopters take off and land."	"This key is used to mark airports and all that goes with it."		"node"	"Way"	"Area"		"http://wiki.openstreetmap.org/wiki/Key:aeroway"	"http://taginfo.openstreetmap.de/tags/aeroway"						"TBA"	
"Physical"	"Aeroway"	0	"aeroway"	"*Other_Values"	"see Tagwatch site for some other common used values as well"				"Way"			"http://wiki.openstreetmap.org/wiki/Proposed_features"	"http://taginfo.openstreetmap.de/tags/aeroway"						"TBA"	
"Physical"	"Aeroway"	0	"aeroway"	"aerodrome"	"An Aerodrome (UK), Airport (US), see also military=airfield"			"node"	0	"Area"		"http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome"	"http://taginfo.openstreetmap.de/tags/aeroway/aerodrome"	"http://wiki.openstreetmap.org/wiki/File:Rendering-aeroway-aerodrome-mapnik.png"	0	"http://wiki.openstreetmap.org/wiki/File:Rendering-aeroway-aerodrome-mapnik.png"		"http://wiki.openstreetmap.org/wiki/File:Flemingfield_looking_north.JPG"	"TBA"	
"Physical"	"Aeroway"	0	"aeroway"	"apron"	"A place where planes are parked."			0	"Way"	0	0	"http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dapron"	"http://taginfo.openstreetmap.de/tags/aeroway/apron"		"http://wiki.openstreetmap.org/wiki/File:Osmarender_apron.png"			"http://wiki.openstreetmap.org/wiki/File:800px-HFX_Airport_4.jpg"	"TBA"	
"Physical"	"Aeroway"	0	"aeroway"	"gate"	"Used to mark the gate numbers at the airports."			"node"	0	0	0	"http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dgate"	"http://taginfo.openstreetmap.de/tags/aeroway/gate"	"http://wiki.openstreetmap.org/wiki/File:Rendering-aeroway%3Dgate.JPG"				"http://wiki.openstreetmap.org/wiki/File:Edinburgh_Airport_gate_lounge.jpg"	"TBA"	
